gpio,timestamp
24,1547032632630.6443
24,1547033360316.4976
22,1547037696477.3276
24,1547039594142.668
22,1547040010796.5867
24,1547040393239.2175
23,1547043525371.983
22,1547043643175.103
24,1547044040043.0266
24,1547044103833.8972
22,1547044921336.3857
22,1547044929134.8367
24,1547045946488.858
24,1547052125256.3206
22,1547053299680.248
24,1547054996426.9766
22,1547055965524.6245
24,1547056905836.4792
22,1547058237963.6504
23,1547058940258.3494
22,1547062347515.3098
22,1547062759615.3406
23,1547064809798.8572
22,1547066069123.5115
23,1547066461328.5464
24,1547066775556.116
24,1547068388049.4365
23,1547069239070.2593
23,1547071751850.0615
24,1547075484123.8408
24,1547083592727.025
24,1547086473448.518
23,1547086991580.2134
22,1547087113756.467
23,1547089173732.472
22,1547089419699.82
23,1547091637414.5784
24,1547091963601.938
23,1547096557471.7534
23,1547097157542.393
22,1547099247304.7256
23,1547099756047.7615
22,1547099782023.559
23,1547100227237.2966
22,1547100371168.9856
23,1547103693912.0242
22,1547103782111.1199
24,1547104710047.6707
23,1547109560099.702
22,1547110261814.7317
22,1547110572948.327
23,1547111660758.091
24,1547113325992.5813
23,1547114267089.3652
23,1547115017577.5232
23,1547115117177.4597
24,1547115702853.5105
22,1547117124455.9846
22,1547117208161.736
23,1547118076637.689
24,1547118736493.3928
22,1547120637166.847
23,1547120718996.4243
23,1547122389511.2244
24,1547124472853.615
23,1547124885582.7847
24,1547126587172.2458
23,1547127639423.9485
23,1547128772667.9475
24,1547130950419.6978
24,1547131003093.1394
24,1547132102789.364
24,1547132747380.0537
23,1547134356182.4395
22,1547135101164.6743
23,1547135445126.011
23,1547136009309.0796
24,1547137032401.4248
22,1547137694444.7842
22,1547138742944.669
23,1547139018432.6936
23,1547140581643.7095
23,1547142466011.1514
23,1547143088166.6284
23,1547146003999.9465
24,1547146144546.162
23,1547146701934.746
24,1547147675689.617
24,1547147724774.73
23,1547157064160.6667
23,1547157275307.9756
22,1547157677873.0574
24,1547159699980.7803
22,1547161304658.6323
23,1547164012343.0461
23,1547164298763.5757
24,1547164881562.8262
23,1547165984516.0803
23,1547167079911.7551
22,1547167546538.42
22,1547168626361.9077
23,1547168746058.778
22,1547169589811.0874
23,1547171501250.6243
23,1547172247389.3455
24,1547173572032.542
22,1547175006271.5068
23,1547175594056.7886
24,1547177637549.6768
23,1547178091372.3752
23,1547180788845.2505
22,1547181632936.4797
24,1547181997862.2742
22,1547183166202.2866
23,1547183261220.053
24,1547183999290.1116
24,1547184001834.8992
24,1547185460118.0132
23,1547185739439.7988
24,1547186671526.5173
22,1547190686086.8848
22,1547190943729.8108
22,1547194978526.22
24,1547195701538.4834
23,1547197150024.0754
23,1547200584992.5593
23,1547202347285.1272
22,1547202601151.863
22,1547205329540.9648
23,1547205669580.2126
24,1547207698085.952
23,1547210127028.3413
22,1547211598388.2332
22,1547214908744.1016
22,1547216226041.8015
23,1547218027953.5762
23,1547218063702.514
24,1547219739682.6208
22,1547220937719.6375
23,1547221527452.7861
23,1547222256857.9878
23,1547222499997.6462
22,1547224153182.6494
24,1547224756335.3887
23,1547225510080.9521
22,1547226196522.9456
23,1547226705866.606
24,1547227444828.536
23,1547228144129.0444
23,1547232714713.2358
23,1547233387505.5242
22,1547235021373.005
24,1547238661290.5874
24,1547239451907.6921
23,1547242177053.496
22,1547242752682.7524
23,1547245447360.6208
23,1547247645367.6018
22,1547247750555.2803
23,1547250007808.5276
23,1547250430936.1665
24,1547251929150.1658
23,1547252012721.4385
23,1547252187676.0063
23,1547252518938.1135
23,1547252638405.4329
24,1547253476577.8186
22,1547255359236.9077
22,1547255439670.0168
22,1547255823686.0862
22,1547256315954.2795
23,1547258945026.6384
24,1547260550521.2454
24,1547261734210.9094
